iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,reproduction_rate,stringency_index
GBR,Europe,United Kingdom,2021/2/7,3945680,15845,18357.714,137756,753,0.74,87.96
GBR,Europe,United Kingdom,2021/2/8,3959784,14104,17714.429,138537,781,0.74,87.96
GBR,Europe,United Kingdom,2021/2/9,3972148,12364,17075,139260,723,0.74,87.96
GBR,Europe,United Kingdom,2021/2/10,3985161,13013,16190.857,139972,712,0.74,87.96
GBR,Europe,United Kingdom,2021/2/11,3998655,13494,15170.857,140648,676,0.74,87.96
GBR,Europe,United Kingdom,2021/2/12,4013799,15144,14603.714,141284,636,0.74,87.96
GBR,Europe,United Kingdom,2021/2/13,4027106,13307,13895.857,141870,586,0.74,87.96
GBR,Europe,United Kingdom,2021/2/14,4038078,10972,13199.714,142475,605,0.74,87.96
GBR,Europe,United Kingdom,2021/2/15,4047843,9765,12579.857,143090,615,0.75,87.96
GBR,Europe,United Kingdom,2021/2/16,4058468,10625,12331.429,143657,567,0.75,87.96
GBR,Europe,United Kingdom,2021/2/17,4071185,12717,12289.143,144163,506,0.75,87.96
GBR,Europe,United Kingdom,2021/2/18,4083242,12057,12083.857,144684,521,0.76,87.96
GBR,Europe,United Kingdom,2021/2/19,4095269,12027,11638.571,145153,469,0.76,87.96
GBR,Europe,United Kingdom,2021/2/20,4105675,10406,11224.143,145605,452,0.76,87.96
GBR,Europe,United Kingdom,2021/2/21,4115509,9834,11061.571,146016,411,0.76,87.96
GBR,Europe,United Kingdom,2021/2/22,4126150,10641,11186.714,146395,379,0.76,86.11
GBR,Europe,United Kingdom,2021/2/23,4134639,8489,10881.571,146775,380,0.76,86.11
GBR,Europe,United Kingdom,2021/2/24,4144577,9938,10484.571,147141,366,0.76,86.11
GBR,Europe,United Kingdom,2021/2/25,4154562,9985,10188.571,147496,355,0.76,86.11
GBR,Europe,United Kingdom,2021/2/26,4163085,8523,9688,147800,304,0.76,86.11
GBR,Europe,United Kingdom,2021/2/27,4170519,7434,9263.429,148107,307,0.76,86.11
GBR,Europe,United Kingdom,2021/2/28,4176554,6035,8720.714,148388,281,0.76,86.11
GBR,Europe,United Kingdom,2021/3/1,4182009,5455,7979.857,148685,297,0.76,86.11
GBR,Europe,United Kingdom,2021/3/2,4188400,6391,7680.143,148929,244,0.76,86.11
GBR,Europe,United Kingdom,2021/3/3,4194785,6385,7172.571,149147,218,0.77,86.11
GBR,Europe,United Kingdom,2021/3/4,4201358,6573,6685.143,149380,233,0.77,86.11
GBR,Europe,United Kingdom,2021/3/5,4207304,5946,6317,149602,222,0.78,86.11
GBR,Europe,United Kingdom,2021/3/6,4213343,6039,6117.714,149812,210,0.79,86.11
GBR,Europe,United Kingdom,2021/3/7,4218520,5177,5995.143,150009,197,0.79,86.11
GBR,Europe,United Kingdom,2021/3/8,4223232,4712,5889,150206,197,0.8,82.41
GBR,Europe,United Kingdom,2021/3/9,4228998,5766,5799.714,150391,185,0.81,82.41
GBR,Europe,United Kingdom,2021/3/10,4234924,5926,5734.143,150553,162,0.82,82.41
GBR,Europe,United Kingdom,2021/3/11,4241677,6753,5759.857,150726,173,0.83,82.41
GBR,Europe,United Kingdom,2021/3/12,4248286,6609,5854.571,150861,135,0.84,82.41
GBR,Europe,United Kingdom,2021/3/13,4253820,5534,5782.429,150996,135,0.84,80.56
GBR,Europe,United Kingdom,2021/3/14,4258438,4618,5702.571,151133,137,0.85,80.56
GBR,Europe,United Kingdom,2021/3/15,4263527,5089,5756.429,151271,138,0.85,78.7
GBR,Europe,United Kingdom,2021/3/16,4268821,5294,5689,151385,114,0.86,78.7
GBR,Europe,United Kingdom,2021/3/17,4274579,5758,5665,151512,127,0.86,78.7
GBR,Europe,United Kingdom,2021/3/18,4280882,6303,5600.714,151612,100,0.86,78.7
GBR,Europe,United Kingdom,2021/3/19,4285684,4802,5342.571,151716,104,0.87,78.7
GBR,Europe,United Kingdom,2021/3/20,4291271,5587,5350.143,151816,100,0.87,78.7
GBR,Europe,United Kingdom,2021/3/21,4296583,5312,5449.286,151943,127,0.88,78.7
GBR,Europe,United Kingdom,2021/3/22,4301925,5342,5485.429,152051,108,0.88,78.7
GBR,Europe,United Kingdom,2021/3/23,4307304,5379,5497.571,152145,94,0.88,78.7
GBR,Europe,United Kingdom,2021/3/24,4312908,5604,5475.571,152215,70,0.87,78.7
GBR,Europe,United Kingdom,2021/3/25,4319128,6220,5463.714,152294,79,0.87,78.7
GBR,Europe,United Kingdom,2021/3/26,4325315,6187,5661.571,152369,75,0.86,78.7
GBR,Europe,United Kingdom,2021/3/27,4329180,3865,5415.571,152434,65,0.86,70.37
GBR,Europe,United Kingdom,2021/3/28,4333042,3862,5208.429,152483,49,0.85,70.37
GBR,Europe,United Kingdom,2021/3/29,4337696,4654,5110.143,152554,71,0.85,70.37
GBR,Europe,United Kingdom,2021/3/30,4341736,4040,4918.857,152610,56,0.84,70.37
GBR,Europe,United Kingdom,2021/3/31,4345788,4052,4697.143,152684,74,0.83,70.37
GBR,Europe,United Kingdom,2021/4/1,4350266,4478,4448.286,152747,63,0.83,70.37
GBR,Europe,United Kingdom,2021/4/2,4353668,3402,4050.429,152797,50,0.83,70.37
GBR,Europe,United Kingdom,2021/4/3,4357091,3423,3987.286,152839,42,0.82,70.37
GBR,Europe,United Kingdom,2021/4/4,4359388,2297,3763.714,152892,53,0.82,70.37
GBR,Europe,United Kingdom,2021/4/5,4362150,2762,3493.429,152937,45,0.82,70.37
GBR,Europe,United Kingdom,2021/4/6,4364529,2379,3256.143,152982,45,0.83,70.37
GBR,Europe,United Kingdom,2021/4/7,4367291,2762,3071.857,153027,45,0.83,70.37
GBR,Europe,United Kingdom,2021/4/8,4370321,3030,2865,153089,62,0.84,70.37
GBR,Europe,United Kingdom,2021/4/9,4365461,,,153127,38,0.85,70.37
GBR,Europe,United Kingdom,2021/4/10,4368045,2584,2259.143,153170,43,0.86,70.37
GBR,Europe,United Kingdom,2021/4/11,4369775,1730,2178.143,153211,41,0.87,70.37
GBR,Europe,United Kingdom,2021/4/12,4373343,3568,2293.286,153248,37,0.87,61.11
GBR,Europe,United Kingdom,2021/4/13,4375814,2471,2306.429,153295,47,0.88,61.11
GBR,Europe,United Kingdom,2021/4/14,4378305,2491,2267.714,153330,35,0.89,61.11
GBR,Europe,United Kingdom,2021/4/15,4380976,2671,2216.429,153373,43,0.89,61.11
GBR,Europe,United Kingdom,2021/4/16,4383732,2756,2610.143,153405,32,0.89,61.11
GBR,Europe,United Kingdom,2021/4/17,4385938,2206,2556.143,153448,43,0.9,61.11
GBR,Europe,United Kingdom,2021/4/18,4387820,1882,2577.857,153479,31,0.91,61.11
GBR,Europe,United Kingdom,2021/4/19,4390783,2963,2491.429,153502,23,0.91,61.11
GBR,Europe,United Kingdom,2021/4/20,4393307,2524,2499,153537,35,0.91,61.11
GBR,Europe,United Kingdom,2021/4/21,4395703,2396,2485.429,153573,36,0.92,61.11
GBR,Europe,United Kingdom,2021/4/22,4398431,2728,2493.571,153606,33,0.92,61.11
GBR,Europe,United Kingdom,2021/4/23,4401109,2678,2482.429,153635,29,0.92,61.11
GBR,Europe,United Kingdom,2021/4/24,4403170,2061,2461.714,153659,24,0.92,61.11
GBR,Europe,United Kingdom,2021/4/25,4404882,1712,2437.429,153686,27,0.93,61.11
GBR,Europe,United Kingdom,2021/4/26,4406946,2064,2309,153707,21,0.93,61.11
GBR,Europe,United Kingdom,2021/4/27,4409631,2685,2332,153732,25,0.93,61.11
GBR,Europe,United Kingdom,2021/4/28,4411797,2166,2299.143,153753,21,0.94,61.11
GBR,Europe,United Kingdom,2021/4/29,4414242,2445,2258.714,153770,17,0.94,61.11
GBR,Europe,United Kingdom,2021/4/30,4416623,2381,2216.286,153786,16,0.94,61.11
GBR,Europe,United Kingdom,2021/5/1,4418530,1907,2194.286,153802,16,0.95,61.11
GBR,Europe,United Kingdom,2021/5/2,4420201,1671,2188.429,153821,19,0.96,61.11
GBR,Europe,United Kingdom,2021/5/3,4421850,1649,2129.143,153838,17,0.96,59.72
GBR,Europe,United Kingdom,2021/5/4,4423796,1946,2023.571,153853,15,0.97,59.72
GBR,Europe,United Kingdom,2021/5/5,4425940,2144,2020.429,153875,22,0.98,59.72
GBR,Europe,United Kingdom,2021/5/6,4428553,2613,2044.429,153892,17,0.99,59.72
GBR,Europe,United Kingdom,2021/5/7,4431043,2490,2060,153909,17,1,59.72
GBR,Europe,United Kingdom,2021/5/8,4433090,2047,2080,153929,20,1.01,59.72
GBR,Europe,United Kingdom,2021/5/9,4434860,1770,2094.143,153940,11,1.02,59.72
GBR,Europe,United Kingdom,2021/5/10,4437217,2357,2195.286,153948,8,1.03,59.72
GBR,Europe,United Kingdom,2021/5/11,4439691,2474,2270.714,153969,21,1.04,59.72
GBR,Europe,United Kingdom,2021/5/12,4441975,2284,2290.714,153984,15,1.05,59.72
GBR,Europe,United Kingdom,2021/5/13,4444631,2656,2296.857,153999,15,1.06,59.72
GBR,Europe,United Kingdom,2021/5/14,4446824,2193,2254.429,154013,14,1.07,59.72
GBR,Europe,United Kingdom,2021/5/15,4448851,2027,2251.571,154028,15,1.08,59.72
GBR,Europe,United Kingdom,2021/5/16,4450777,1926,2273.857,154042,14,1.09,59.72
GBR,Europe,United Kingdom,2021/5/17,4452756,1979,2219.857,154055,13,1.11,62.5
GBR,Europe,United Kingdom,2021/5/18,4450392,,,154066,11,1.12,62.5
GBR,Europe,United Kingdom,2021/5/19,4452527,2135,1845.143,154070,4,1.14,62.5
GBR,Europe,United Kingdom,2021/5/20,4455221,2694,1850.571,154077,7,1.15,62.5
GBR,Europe,United Kingdom,2021/5/21,4457923,2702,1923.286,154095,18,1.17,62.5
GBR,Europe,United Kingdom,2021/5/22,4460446,2523,1994.143,154099,4,1.18,62.5
GBR,Europe,United Kingdom,2021/5/23,4462538,2092,2017.857,154115,16,1.19,62.5
GBR,Europe,United Kingdom,2021/5/24,4464900,2362,2072.571,154131,16,1.21,62.5
GBR,Europe,United Kingdom,2021/5/25,4467310,2410,2416.857,154142,11,1.22,62.5
GBR,Europe,United Kingdom,2021/5/26,4470297,2987,2538.571,154156,14,1.23,62.5
GBR,Europe,United Kingdom,2021/5/27,4473677,3380,2636.571,154164,8,1.25,62.5
GBR,Europe,United Kingdom,2021/5/28,4477705,4028,2826,154178,14,1.26,62.5
GBR,Europe,United Kingdom,2021/5/29,4480945,3240,2928.429,154190,12,1.27,62.5
GBR,Europe,United Kingdom,2021/5/30,4484056,3111,3074,154199,9,1.28,62.5
GBR,Europe,United Kingdom,2021/5/31,4487339,3283,3205.571,154210,11,1.29,62.5
GBR,Europe,United Kingdom,2021/6/1,4490438,3099,3304,154220,10,1.31,62.5
GBR,Europe,United Kingdom,2021/6/2,4494699,4261,3486,154232,12,1.32,62.5
GBR,Europe,United Kingdom,2021/6/3,4499878,5179,3743,154248,16,1.33,62.5
GBR,Europe,United Kingdom,2021/6/4,4506018,6140,4044.714,154262,14,1.34,62.5
GBR,Europe,United Kingdom,2021/6/5,4511669,5651,4389.143,154269,7,1.35,51.39
GBR,Europe,United Kingdom,2021/6/6,4516892,5223,4690.857,154282,13,1.35,51.39
GBR,Europe,United Kingdom,2021/6/7,4522476,5584,5019.571,154288,6,1.36,51.39
GBR,Europe,United Kingdom,2021/6/8,4528442,5966,5429.143,154303,15,1.36,51.39
GBR,Europe,United Kingdom,2021/6/9,4535754,7312,5865,154320,17,1.36,51.39
GBR,Europe,United Kingdom,2021/6/10,4542986,7232,6158.286,154336,16,1.36,51.39
GBR,Europe,United Kingdom,2021/6/11,4550944,7958,6418,154349,13,1.36,51.39
GBR,Europe,United Kingdom,2021/6/12,4558494,7550,6689.286,154361,12,1.36,51.39
GBR,Europe,United Kingdom,2021/6/13,4565813,7319,6988.714,154373,12,1.36,51.39
GBR,Europe,United Kingdom,2021/6/14,4573419,7606,7277.571,154386,13,1.36,51.39
GBR,Europe,United Kingdom,2021/6/15,4581006,7587,7509.143,154407,21,1.36,51.39
GBR,Europe,United Kingdom,2021/6/16,4589814,8808,7722.857,154423,16,1.36,51.39
GBR,Europe,United Kingdom,2021/6/17,4600623,10809,8233.857,154432,9,1.36,51.39
GBR,Europe,United Kingdom,2021/6/18,4610893,10270,8564.143,154450,18,1.37,51.39
GBR,Europe,United Kingdom,2021/6/19,4620968,10075,8924.857,154470,20,1.37,51.39
GBR,Europe,United Kingdom,2021/6/20,4630040,9072,9175.286,154492,22,1.38,51.39
GBR,Europe,United Kingdom,2021/6/21,4640507,10467,9584,154505,13,1.38,51.39
GBR,Europe,United Kingdom,2021/6/22,4651988,11481,10140.286,154523,18,1.39,51.39
GBR,Europe,United Kingdom,2021/6/23,4667870,15882,11150.857,154532,9,1.4,51.39
GBR,Europe,United Kingdom,2021/6/24,4684572,16702,11992.714,154561,29,1.4,51.39
GBR,Europe,United Kingdom,2021/6/25,4699868,15296,12710.714,154583,22,1.4,51.39
GBR,Europe,United Kingdom,2021/6/26,4717811,17943,13834.714,154600,17,1.4,51.39
GBR,Europe,United Kingdom,2021/6/27,4732434,14623,14627.714,154624,24,1.4,51.39
GBR,Europe,United Kingdom,2021/6/28,4755078,22644,16367.286,154642,18,1.4,51.39
GBR,Europe,United Kingdom,2021/6/29,4775301,20223,17616.143,154666,24,1.4,51.39
GBR,Europe,United Kingdom,2021/6/30,4800907,25606,19005.286,154692,26,1.39,51.39
GBR,Europe,United Kingdom,2021/7/1,4828463,27556,20555.857,154720,28,1.38,51.39
GBR,Europe,United Kingdom,2021/7/2,4855169,26706,22185.857,154752,32,1.37,51.39
GBR,Europe,United Kingdom,2021/7/3,4879616,24447,23115,154783,31,1.36,51.39
GBR,Europe,United Kingdom,2021/7/4,4903434,23818,24428.571,154813,30,1.35,51.39
GBR,Europe,United Kingdom,2021/7/5,4930534,27100,25065.143,154842,29,1.34,51.39
GBR,Europe,United Kingdom,2021/7/6,4958868,28334,26223.857,154877,35,1.33,51.39
GBR,Europe,United Kingdom,2021/7/7,4990916,32048,27144.143,154913,36,1.31,51.39
GBR,Europe,United Kingdom,2021/7/8,5022893,31977,27775.714,154955,42,1.3,51.39
GBR,Europe,United Kingdom,2021/7/9,5058093,35200,28989.143,155007,52,1.29,51.39
GBR,Europe,United Kingdom,2021/7/10,5089893,31800,30039.571,155052,45,1.28,51.39
GBR,Europe,United Kingdom,2021/7/11,5121245,31352,31115.857,155088,36,1.27,51.39
GBR,Europe,United Kingdom,2021/7/12,5155243,33998,32101.286,155131,43,1.26,51.39
GBR,Europe,United Kingdom,2021/7/13,5191459,36216,33227.286,155181,50,1.25,51.39
GBR,Europe,United Kingdom,2021/7/14,5233207,41748,34613,155228,47,1.23,51.39
GBR,Europe,United Kingdom,2021/7/15,5281098,47891,36886.429,155282,54,1.22,51.39
GBR,Europe,United Kingdom,2021/7/16,5332371,51273,39182.571,155337,55,1.2,51.39
GBR,Europe,United Kingdom,2021/7/17,5386340,53969,42349.571,155397,60,1.18,51.39
GBR,Europe,United Kingdom,2021/7/18,5433939,47599,44670.571,155470,73,1.16,51.39
GBR,Europe,United Kingdom,2021/7/19,5473477,39538,45462,155558,88,1.13,43.98
GBR,Europe,United Kingdom,2021/7/20,5519602,46125,46877.571,155626,68,1.11,43.98
GBR,Europe,United Kingdom,2021/7/21,5563006,43404,47114.143,155687,61,1.08,43.98
GBR,Europe,United Kingdom,2021/7/22,5602321,39315,45889,155772,85,1.05,43.98
GBR,Europe,United Kingdom,2021/7/23,5637975,35654,43657.714,155855,83,1.03,43.98
GBR,Europe,United Kingdom,2021/7/24,5669260,31285,40417.143,155924,69,1.01,43.98
GBR,Europe,United Kingdom,2021/7/25,5697912,28652,37710.429,155997,73,0.99,43.98
GBR,Europe,United Kingdom,2021/7/26,5722298,24386,35545.857,156076,79,0.98,43.98
GBR,Europe,United Kingdom,2021/7/27,5745526,23228,32274.857,156153,77,0.97,43.98
GBR,Europe,United Kingdom,2021/7/28,5770928,25402,29703.143,156237,84,0.96,43.98
GBR,Europe,United Kingdom,2021/7/29,5801561,30633,28462.857,156325,88,0.95,43.98
GBR,Europe,United Kingdom,2021/7/30,5830774,29213,27542.714,156430,105,0.95,43.98
GBR,Europe,United Kingdom,2021/7/31,5856528,25754,26752.571,156521,91,0.95,43.98
GBR,Europe,United Kingdom,2021/8/1,5880667,24139,26107.857,156618,97,0.95,43.98
GBR,Europe,United Kingdom,2021/8/2,5902354,21687,25722.286,156710,92,0.95,43.98
GBR,Europe,United Kingdom,2021/8/3,5923820,21466,25470.571,156790,80,0.96,43.98
GBR,Europe,United Kingdom,2021/8/4,5952756,28936,25975.429,156882,92,0.96,43.98
GBR,Europe,United Kingdom,2021/8/5,5982581,29825,25860,156983,101,0.97,43.98
GBR,Europe,United Kingdom,2021/8/6,6014023,31442,26178.429,157081,98,0.98,43.98
GBR,Europe,United Kingdom,2021/8/7,6042252,28229,26532,157187,106,0.98,43.98
GBR,Europe,United Kingdom,2021/8/8,6069362,27110,26956.429,157271,84,0.99,43.98
GBR,Europe,United Kingdom,2021/8/9,6094243,24881,27412.714,157355,84,0.99,43.98
GBR,Europe,United Kingdom,2021/8/10,6117540,23297,27674.286,157440,85,1,43.98
GBR,Europe,United Kingdom,2021/8/11,6146800,29260,27720.571,157529,89,1,43.98
GBR,Europe,United Kingdom,2021/8/12,6179506,32706,28132.143,157635,106,1.01,43.98
GBR,Europe,United Kingdom,2021/8/13,6211868,32362,28263.571,157733,98,1.01,43.98
GBR,Europe,United Kingdom,2021/8/14,6241011,29143,28394.143,157837,104,1.02,43.98
GBR,Europe,United Kingdom,2021/8/15,6267437,26426,28296.429,157928,91,1.02,43.98
GBR,Europe,United Kingdom,2021/8/16,6295613,28176,28767.143,158017,89,1.03,43.98
GBR,Europe,United Kingdom,2021/8/17,6322241,26628,29243,158119,102,1.03,43.98
GBR,Europe,United Kingdom,2021/8/18,6355887,33646,29869.571,158230,111,1.04,43.98
GBR,Europe,United Kingdom,2021/8/19,6392160,36273,30379.143,158345,115,1.04,43.98
GBR,Europe,United Kingdom,2021/8/20,6429147,36987,31039.857,158472,127,1.04,43.98
GBR,Europe,United Kingdom,2021/8/21,6460930,31783,31417,158590,118,1.04,43.98
GBR,Europe,United Kingdom,2021/8/22,6492906,31976,32209.857,158719,129,1.05,43.98
GBR,Europe,United Kingdom,2021/8/23,6524581,31675,32709.714,158839,120,1.04,43.98
GBR,Europe,United Kingdom,2021/8/24,6555200,30619,33279.857,158957,118,1.04,43.98
GBR,Europe,United Kingdom,2021/8/25,6590747,35547,33551.429,159065,108,1.04,43.98
GBR,Europe,United Kingdom,2021/8/26,6628709,37962,33792.714,159190,125,1.04,43.98
GBR,Europe,United Kingdom,2021/8/27,6666399,37690,33893.143,159329,139,1.04,43.98
GBR,Europe,United Kingdom,2021/8/28,6698486,32087,33936.571,159463,134,1.04,43.98
GBR,Europe,United Kingdom,2021/8/29,6731423,32937,34073.857,159602,139,1.04,43.98
GBR,Europe,United Kingdom,2021/8/30,6757650,26227,33295.571,159711,109,1.03,43.98
GBR,Europe,United Kingdom,2021/8/31,6789581,31931,33483,159839,128,1.04,43.98
GBR,Europe,United Kingdom,2021/9/1,6825074,35493,33475.286,159964,125,1.04,43.98
GBR,Europe,United Kingdom,2021/9/2,6862904,37830,33456.429,160101,137,1.04,43.98
GBR,Europe,United Kingdom,2021/9/3,6904969,42065,34081.429,160253,152,1.03,43.98
GBR,Europe,United Kingdom,2021/9/4,6941611,36642,34732.143,160398,145,1.03,43.98
GBR,Europe,United Kingdom,2021/9/5,6978126,36515,35243.286,160562,164,1.03,43.98
GBR,Europe,United Kingdom,2021/9/6,7018927,40801,37325.286,160719,157,1.02,43.98
GBR,Europe,United Kingdom,2021/9/7,7056106,37179,38075,160885,166,1.02,43.98
GBR,Europe,United Kingdom,2021/9/8,7094592,38486,38502.571,161028,143,1.01,43.98
GBR,Europe,United Kingdom,2021/9/9,7132072,37480,38452.571,161208,180,1,43.98
GBR,Europe,United Kingdom,2021/9/10,7168806,36734,37691,161358,150,0.99,41.2
GBR,Europe,United Kingdom,2021/9/11,7197662,28856,36578.714,161502,144,0.99,41.2
GBR,Europe,United Kingdom,2021/9/12,7226276,28614,35450,161643,141,0.98,41.2
GBR,Europe,United Kingdom,2021/9/13,7256559,30283,33947.429,161761,118,0.98,41.2
GBR,Europe,United Kingdom,2021/9/14,7282810,26251,32386.286,161931,170,0.98,41.2
GBR,Europe,United Kingdom,2021/9/15,7312683,29873,31155.857,162100,169,0.98,41.2
GBR,Europe,United Kingdom,2021/9/16,7339009,26326,29562.429,162262,162,0.98,41.2
GBR,Europe,United Kingdom,2021/9/17,7371301,32292,28927.857,162446,184,0.99,41.2
GBR,Europe,United Kingdom,2021/9/18,7400739,29438,29011,162583,137,0.99,41.2
GBR,Europe,United Kingdom,2021/9/19,7429746,29007,29067.143,162719,136,1,41.2
GBR,Europe,United Kingdom,2021/9/20,7465448,35702,29841.286,162878,159,1,41.2
GBR,Europe,United Kingdom,2021/9/21,7496543,31095,30533.286,163016,138,1.01,41.2
GBR,Europe,United Kingdom,2021/9/22,7530103,33560,31060,163175,159,1.01,41.2
GBR,Europe,United Kingdom,2021/9/23,7565867,35764,32408.286,163324,149,1.01,41.2
GBR,Europe,United Kingdom,2021/9/24,7601487,35620,32883.714,163465,141,1.02,41.2
GBR,Europe,United Kingdom,2021/9/25,7631233,29746,32927.714,163593,128,1.02,41.2
GBR,Europe,United Kingdom,2021/9/26,7664230,32997,33497.714,163704,111,1.02,41.2
GBR,Europe,United Kingdom,2021/9/27,7701715,37485,33752.429,163830,126,1.03,41.2
GBR,Europe,United Kingdom,2021/9/28,7736235,34520,34241.714,163950,120,1.03,41.2
GBR,Europe,United Kingdom,2021/9/29,7771294,35059,34455.857,164092,142,1.03,41.2
GBR,Europe,United Kingdom,2021/9/30,7807036,35742,34452.714,164221,129,1.03,41.2
GBR,Europe,United Kingdom,2021/10/1,7841625,34589,34305.429,164360,139,1.03,40.58
GBR,Europe,United Kingdom,2021/10/2,7871014,29389,34254.429,164478,118,1.03,40.58
GBR,Europe,United Kingdom,2021/10/3,7900680,29666,33778.571,164585,107,1.03,40.58
GBR,Europe,United Kingdom,2021/10/4,7934936,34256,33317.286,164698,113,1.04,40.58
GBR,Europe,United Kingdom,2021/10/5,7967985,33049,33107.143,164833,135,1.04,40.58
GBR,Europe,United Kingdom,2021/10/6,8006660,38675,33623.714,164947,114,1.05,40.57
GBR,Europe,United Kingdom,2021/10/7,8046390,39730,34193.429,165080,133,1.05,40.57
GBR,Europe,United Kingdom,2021/10/8,8081300,34910,34239.286,165202,122,1.05,40.57
GBR,Europe,United Kingdom,2021/10/9,8120713,39413,35671.286,165322,120,1.06,40.57
GBR,Europe,United Kingdom,2021/10/10,8154306,33593,36232.286,165437,115,1.06,40.57
GBR,Europe,United Kingdom,2021/10/11,8193769,39463,36976.143,165575,138,1.06,43.65
GBR,Europe,United Kingdom,2021/10/12,8231437,37668,37636,165711,136,1.06,43.65
GBR,Europe,United Kingdom,2021/10/13,8272883,41446,38031.857,165848,137,1.07,43.64
GBR,Europe,United Kingdom,2021/10/14,8317439,44556,38721.286,166009,161,1.07,43.64
GBR,Europe,United Kingdom,2021/10/15,8361651,44212,40050.143,166149,140,1.07,43.64
GBR,Europe,United Kingdom,2021/10/16,8404469,42818,40536.571,166301,152,1.07,43.64
GBR,Europe,United Kingdom,2021/10/17,8449165,44696,42122.714,166442,141,1.07,43.64
GBR,Europe,United Kingdom,2021/10/18,8497868,48703,43442.714,166581,139,1.06,43.64
GBR,Europe,United Kingdom,2021/10/19,8541192,43324,44250.714,166724,143,1.06,43.63
GBR,Europe,United Kingdom,2021/10/20,8589737,48545,45264.857,166878,154,1.05,43.63
GBR,Europe,United Kingdom,2021/10/21,8641221,51484,46254.571,167043,165,1.05,43.63
GBR,Europe,United Kingdom,2021/10/22,8689949,48728,46899.714,167194,151,1.04,43.63
GBR,Europe,United Kingdom,2021/10/23,8734934,44985,47209.286,167365,171,1.03,43.63
GBR,Europe,United Kingdom,2021/10/24,8773674,38740,46358.429,167531,166,1.02,43.62
GBR,Europe,United Kingdom,2021/10/25,8809774,36100,44558,167680,149,1.01,43.62
GBR,Europe,United Kingdom,2021/10/26,8853227,43453,44576.429,167857,177,1.01,43.62
GBR,Europe,United Kingdom,2021/10/27,8897149,43922,43916,168034,177,1,43.62
GBR,Europe,United Kingdom,2021/10/28,8936155,39006,42133.429,168233,199,1,43.62
GBR,Europe,United Kingdom,2021/10/29,8979236,43081,41326.714,168418,185,0.99,43.62
GBR,Europe,United Kingdom,2021/10/30,9019962,40726,40718.286,168582,164,0.99,43.62
GBR,Europe,United Kingdom,2021/10/31,9057629,37667,40565,168778,196,0.98,43.61
GBR,Europe,United Kingdom,2021/11/1,9097311,39682,41076.714,168970,192,0.98,43.61
GBR,Europe,United Kingdom,2021/11/2,9130857,33546,39661.429,169135,165,0.98,43.61
GBR,Europe,United Kingdom,2021/11/3,9171660,40803,39215.857,169319,184,0.98,43.61
GBR,Europe,United Kingdom,2021/11/4,9208219,36559,38866.286,169487,168,0.97,43.61
GBR,Europe,United Kingdom,2021/11/5,9241916,33697,37525.714,169653,166,0.98,43.61
GBR,Europe,United Kingdom,2021/11/6,9272066,30150,36014.857,169823,170,0.98,43.61
GBR,Europe,United Kingdom,2021/11/7,9301909,29843,34897.143,169984,161,0.98,43.6
GBR,Europe,United Kingdom,2021/11/8,9333891,31982,33797.143,170144,160,0.99,43.6
GBR,Europe,United Kingdom,2021/11/9,9366676,32785,33688.429,170301,157,1,43.6
GBR,Europe,United Kingdom,2021/11/10,9406001,39325,33477.286,170471,170,1,43.6
GBR,Europe,United Kingdom,2021/11/11,9448402,42401,34311.857,170629,158,1.01,43.6
GBR,Europe,United Kingdom,2021/11/12,9487302,38900,35055.143,170774,145,1.02,43.6
GBR,Europe,United Kingdom,2021/11/13,9524971,37669,36129.286,170926,152,1.02,43.59
GBR,Europe,United Kingdom,2021/11/14,9561099,36128,37027.143,171059,133,1.03,43.59
GBR,Europe,United Kingdom,2021/11/15,9600369,39270,38068.286,171230,171,1.03,43.59
GBR,Europe,United Kingdom,2021/11/16,9637190,36821,38644.857,171396,166,1.04,43.59
GBR,Europe,United Kingdom,2021/11/17,9675058,37868,38436.714,171523,127,1.04,43.59
GBR,Europe,United Kingdom,2021/11/18,9721916,46858,39073.429,171654,131,1.05,43.59
GBR,Europe,United Kingdom,2021/11/19,9766153,44237,39835.857,171796,142,1.05,43.59
GBR,Europe,United Kingdom,2021/11/20,9806034,39881,40151.857,171939,143,1.05,43.58
GBR,Europe,United Kingdom,2021/11/21,9845492,39458,40627.571,172060,121,1.06,43.58
GBR,Europe,United Kingdom,2021/11/22,9889926,44434,41365.286,172190,130,1.06,43.58
GBR,Europe,United Kingdom,2021/11/23,9932408,42482,42174,172340,150,1.06,43.58
GBR,Europe,United Kingdom,2021/11/24,9974843,42435,42826.429,172464,124,1.06,43.58
GBR,Europe,United Kingdom,2021/11/25,10021497,46654,42797.286,172605,141,1.07,43.58
GBR,Europe,United Kingdom,2021/11/26,10070841,49344,43526.857,172737,132,1.07,43.58
GBR,Europe,United Kingdom,2021/11/27,10110408,39567,43482,172861,124,1.07,43.57
GBR,Europe,United Kingdom,2021/11/28,10146915,36507,43060.429,173005,144,1.08,43.57
GBR,Europe,United Kingdom,2021/11/29,10189059,42144,42733.286,173149,144,1.08,43.57
GBR,Europe,United Kingdom,2021/11/30,10228772,39713,42337.714,173270,121,1.08,43.57
GBR,Europe,United Kingdom,2021/12/1,10276007,47235,43023.429,173408,138,1.09,43.56
GBR,Europe,United Kingdom,2021/12/2,10329074,53067,43939.571,173531,123,1.1,43.56
