iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,reproduction_rate,stringency_index
CHN,Asia,China,2021/10/26,108547,79,59.714,4636,0,1.31,70.83
CHN,Asia,China,2021/10/27,108603,56,62.143,4636,0,1.32,70.83
CHN,Asia,China,2021/10/28,108688,85,63.857,4636,0,1.35,70.83
CHN,Asia,China,2021/10/29,108781,93,67.143,4636,0,1.37,70.83
CHN,Asia,China,2021/10/30,108870,89,71.571,4636,0,1.37,70.83
CHN,Asia,China,2021/10/31,108973,103,79.429,4636,0,1.36,70.83
CHN,Asia,China,2021/11/1,109053,80,83.571,4636,0,1.33,70.83
CHN,Asia,China,2021/11/2,109167,114,88.571,4636,0,1.32,70.83
CHN,Asia,China,2021/11/3,109285,118,97.429,4636,0,1.3,70.83
CHN,Asia,China,2021/11/4,109391,106,100.429,4636,0,1.24,70.83
CHN,Asia,China,2021/11/5,109488,97,101,4636,0,1.19,70.83
CHN,Asia,China,2021/11/6,109578,90,101.143,4636,0,1.16,70.83
CHN,Asia,China,2021/11/7,109696,118,103.286,4636,0,1.13,70.83
CHN,Asia,China,2021/11/8,109783,87,104.286,4636,0,1.1,70.83
CHN,Asia,China,2021/11/9,109899,116,104.571,4636,0,1.06,70.83
CHN,Asia,China,2021/11/10,109994,95,101.286,4636,0,1.03,70.83
CHN,Asia,China,2021/11/11,110109,115,102.571,4636,0,0.98,70.83
CHN,Asia,China,2021/11/12,110203,94,102.143,4636,0,0.92,70.83
CHN,Asia,China,2021/11/13,110293,90,102.143,4636,0,0.86,65.28
CHN,Asia,China,2021/11/14,110368,75,96,4636,0,0.77,65.28
CHN,Asia,China,2021/11/15,110391,23,86.857,4636,0,0.69,65.28
CHN,Asia,China,2021/11/16,110430,39,75.857,4636,0,0.66,65.28
CHN,Asia,China,2021/11/17,110478,48,69.143,4636,0,0.66,65.28
CHN,Asia,China,2021/11/18,110522,44,59,4636,0,0.66,65.28
CHN,Asia,China,2021/11/19,110568,46,52.143,4636,0,0.68,65.28
CHN,Asia,China,2021/11/20,110600,32,43.857,4636,0,0.7,65.28
CHN,Asia,China,2021/11/21,110645,45,39.571,4636,0,0.72,65.28
CHN,Asia,China,2021/11/22,110688,43,42.429,4636,0,0.76,65.28
CHN,Asia,China,2021/11/23,110725,37,42.143,4636,0,0.78,65.28
CHN,Asia,China,2021/11/24,110764,39,40.857,4636,0,0.83,65.28
CHN,Asia,China,2021/11/25,110799,35,39.571,4636,0,0.89,65.28
CHN,Asia,China,2021/11/26,110841,42,39,4636,0,0.97,65.28
CHN,Asia,China,2021/11/27,110875,34,39.286,4636,0,1.07,65.28
CHN,Asia,China,2021/11/28,110937,62,41.714,4636,0,1.19,70.83
CHN,Asia,China,2021/11/29,110994,57,43.714,4636,0,1.31,70.83
CHN,Asia,China,2021/11/30,111125,131,57.143,4636,0,1.44,70.83
CHN,Asia,China,2021/12/1,111209,84,63.571,4636,0,1.43,70.83
CHN,Asia,China,2021/12/2,111317,108,74,4636,0,1.41,70.83
CHN,Asia,China,2021/12/3,111431,114,84.286,4636,0,1.37,70.83
CHN,Asia,China,2021/12/4,111505,74,90,4636,0,1.31,70.83
CHN,Asia,China,2021/12/5,111585,80,92.571,4636,0,1.27,70.83
CHN,Asia,China,2021/12/6,111719,134,103.571,4636,0,1.26,70.83
CHN,Asia,China,2021/12/7,111798,79,96.143,4636,0,1.19,70.83
CHN,Asia,China,2021/12/8,111899,101,98.571,4636,0,1.17,70.83
CHN,Asia,China,2021/12/9,111994,95,96.714,4636,0,1.15,70.83
CHN,Asia,China,2021/12/10,112114,120,97.571,4636,0,1.12,70.83
CHN,Asia,China,2021/12/11,112191,77,98,4636,0,1.09,70.83
CHN,Asia,China,2021/12/12,112291,100,100.857,4636,0,1.06,70.83
CHN,Asia,China,2021/12/13,112358,67,91.286,4636,0,1.03,70.83
CHN,Asia,China,2021/12/14,112440,82,91.714,4636,0,1.06,70.83
CHN,Asia,China,2021/12/15,112539,99,91.429,4636,0,1.11,70.83
CHN,Asia,China,2021/12/16,112633,94,91.286,4636,0,1.15,70.83
CHN,Asia,China,2021/12/17,112773,140,94.143,4636,0,1.19,70.83
CHN,Asia,China,2021/12/18,112880,107,98.429,4636,0,1.2,70.83
CHN,Asia,China,2021/12/19,113020,140,104.143,4636,0,1.19,70.83
CHN,Asia,China,2021/12/20,113085,65,103.857,4636,0,1.15,70.83
CHN,Asia,China,2021/12/21,113217,132,111,4636,0,1.2,70.83
CHN,Asia,China,2021/12/22,113333,116,113.429,4636,0,1.22,70.83
CHN,Asia,China,2021/12/23,113438,105,115,4636,0,1.27,79.17
CHN,Asia,China,2021/12/24,113601,163,118.286,4636,0,1.34,79.17
CHN,Asia,China,2021/12/25,113662,61,111.714,4636,0,1.41,79.17
CHN,Asia,China,2021/12/26,113893,231,124.714,4636,0,1.54,79.17
CHN,Asia,China,2021/12/27,114261,368,168,4636,0,1.6,79.17
CHN,Asia,China,2021/12/28,114479,218,180.286,4636,0,1.51,79.17
CHN,Asia,China,2021/12/29,114694,215,194.429,4636,0,1.43,79.17
CHN,Asia,China,2021/12/30,114914,220,210.857,4636,0,1.37,79.17
CHN,Asia,China,2021/12/31,115168,254,223.857,4636,0,1.31,79.17
CHN,Asia,China,2022/1/1,115386,218,246.286,4636,0,1.26,79.17
CHN,Asia,China,2022/1/2,115487,101,227.714,4636,0,1.18,79.17
CHN,Asia,China,2022/1/3,115795,308,219.143,4636,0,1.18,79.17
CHN,Asia,China,2022/1/4,115931,136,207.429,4636,0,1.15,79.17
CHN,Asia,China,2022/1/5,116186,255,213.143,4636,0,1.14,79.17
CHN,Asia,China,2022/1/6,116369,183,207.857,4636,0,1.11,79.17
CHN,Asia,China,2022/1/7,116547,178,197,4636,0,1.09,79.17
CHN,Asia,China,2022/1/8,116757,210,195.857,4636,0,1.09,79.17
CHN,Asia,China,2022/1/9,116945,188,208.286,4636,0,1.06,79.17
CHN,Asia,China,2022/1/10,117175,230,197.143,4636,0,1.05,79.17
CHN,Asia,China,2022/1/11,117438,263,215.286,4636,0,1.05,79.17
CHN,Asia,China,2022/1/12,117656,218,210,4636,0,1.01,79.17
CHN,Asia,China,2022/1/13,117882,226,216.143,4636,0,0.97,79.17
CHN,Asia,China,2022/1/14,118080,198,219,4636,0,0.94,79.17
CHN,Asia,China,2022/1/15,118218,138,208.714,4636,0,0.9,79.17
CHN,Asia,China,2022/1/16,118481,263,219.429,4636,0,0.89,79.17
CHN,Asia,China,2022/1/17,118669,188,213.429,4636,0,0.83,79.17
CHN,Asia,China,2022/1/18,118783,114,192.143,4636,0,0.79,79.17
CHN,Asia,China,2022/1/19,118882,99,175.143,4636,0,0.77,79.17
CHN,Asia,China,2022/1/20,118973,91,155.857,4636,0,0.78,79.17
CHN,Asia,China,2022/1/21,119065,92,140.714,4636,0,0.83,79.17
CHN,Asia,China,2022/1/22,119158,93,134.286,4636,0,0.9,79.17
CHN,Asia,China,2022/1/23,119232,74,107.286,4636,0,0.99,79.17
CHN,Asia,China,2022/1/24,119298,66,89.857,4636,0,1.04,64.35
CHN,Asia,China,2022/1/25,119380,82,85.286,4636,0,1.1,64.35
CHN,Asia,China,2022/1/26,119504,124,88.857,4636,0,1.15,64.35
CHN,Asia,China,2022/1/27,119615,111,91.714,4636,0,1.18,64.35
CHN,Asia,China,2022/1/28,119725,110,94.286,4636,0,1.18,64.35
CHN,Asia,China,2022/1/29,119836,111,96.857,4636,0,1.17,64.35
CHN,Asia,China,2022/1/30,119955,119,103.286,4636,0,1.16,64.35
CHN,Asia,China,2022/1/31,120069,114,110.143,4636,0,1.17,64.35
CHN,Asia,China,2022/2/1,120159,90,111.286,4636,0,1.22,64.35
CHN,Asia,China,2022/2/2,120224,65,102.857,4636,0,1.27,64.35
CHN,Asia,China,2022/2/3,120345,121,104.286,4636,0,1.4,64.35
CHN,Asia,China,2022/2/4,120422,77,99.571,4636,0,1.56,64.35
CHN,Asia,China,2022/2/5,120518,96,97.429,4636,0,1.77,64.35
CHN,Asia,China,2022/2/6,120628,110,96.143,4636,0,1.94,64.35
CHN,Asia,China,2022/2/7,120779,151,101.429,4636,0,2.11,64.35
CHN,Asia,China,2022/2/8,120922,143,109,4636,0,2.2,64.35
CHN,Asia,China,2022/2/9,120968,46,106.286,4636,0,2.27,64.35
CHN,Asia,China,2022/2/10,121095,127,107.143,4636,0,2.26,64.35
CHN,Asia,China,2022/2/11,121250,155,118.286,4636,0,2.29,64.35
CHN,Asia,China,2022/2/12,121348,98,118.571,4636,0,2.25,64.35
CHN,Asia,China,2022/2/13,121460,112,118.857,4636,0,2.24,64.35
CHN,Asia,China,2022/2/14,121570,110,113,4636,0,2.29,64.35
CHN,Asia,China,2022/2/15,121712,142,112.857,4636,0,2.36,64.35
CHN,Asia,China,2022/2/16,121822,110,122,4636,0,2.49,64.35
CHN,Asia,China,2022/2/17,121933,111,119.714,4636,0,2.51,64.35
CHN,Asia,China,2022/2/18,122110,177,122.857,4636,0,2.38,64.35
CHN,Asia,China,2022/2/19,122328,218,140,4636,0,2.3,64.35
CHN,Asia,China,2022/2/20,122508,180,149.714,4636,0,2.21,64.35
CHN,Asia,China,2022/2/21,122672,164,157.429,4636,0,2.13,64.35
CHN,Asia,China,2022/2/22,122911,239,171.286,4636,0,2.07,64.35
CHN,Asia,China,2022/2/23,123150,239,189.714,4636,0,2.04,64.35
CHN,Asia,China,2022/2/24,123473,323,220,4636,0,2.06,64.35
CHN,Asia,China,2022/2/25,123796,323,240.857,4636,0,2.12,64.35
CHN,Asia,China,2022/2/26,124122,326,256.286,4636,0,2.2,64.35
CHN,Asia,China,2022/2/27,124385,263,268.143,4636,0,2.28,64.35
CHN,Asia,China,2022/2/28,124744,359,296,4636,0,2.24,59.54
CHN,Asia,China,2022/3/1,125099,355,312.571,4636,0,2.14,59.54
CHN,Asia,China,2022/3/2,125470,371,331.429,4636,0,2.02,59.54
CHN,Asia,China,2022/3/3,125881,411,344,4636,0,1.85,59.54
CHN,Asia,China,2022/3/4,126293,412,356.714,4636,0,1.67,59.54
CHN,Asia,China,2022/3/5,126763,470,377.286,4636,0,1.45,59.54
CHN,Asia,China,2022/3/6,127281,518,413.714,4636,0,1.24,59.54
CHN,Asia,China,2022/3/7,128029,748,469.286,4636,0,1.09,59.54
CHN,Asia,China,2022/3/8,128790,761,527.286,4636,0,0.99,59.54
CHN,Asia,China,2022/3/9,129456,666,569.429,4636,0,0.9,59.54
CHN,Asia,China,2022/3/10,130805,1349,703.429,4636,0,0.86,59.54
CHN,Asia,China,2022/3/11,132030,1225,819.571,4636,0,0.84,59.54
CHN,Asia,China,2022/3/12,133650,1620,983.857,4636,0,0.83,59.54
CHN,Asia,China,2022/3/13,137088,3438,1401,4636,0,0.82,59.54
CHN,Asia,China,2022/3/14,139316,2228,1612.429,4636,0,0.81,64.35
CHN,Asia,China,2022/3/15,144378,5062,2226.857,4636,0,0.8,64.35
CHN,Asia,China,2022/3/16,148601,4223,2735,4636,0,0.77,64.35
CHN,Asia,China,2022/3/17,150491,1890,2812.286,4636,0,0.74,64.35
CHN,Asia,China,2022/3/18,154544,4053,3216.286,4636,0,0.72,64.35
CHN,Asia,China,2022/3/19,159940,5396,3755.714,4638,2,0.7,64.35
CHN,Asia,China,2022/3/20,162650,2710,3651.714,4638,0,0.68,64.35
CHN,Asia,China,2022/3/21,167043,4393,3961,4638,0,0.68,64.35
CHN,Asia,China,2022/3/22,173966,6923,4226.857,4638,0,0.68,64.35
CHN,Asia,China,2022/3/23,178374,4408,4253.286,4638,0,0.67,64.35
CHN,Asia,China,2022/3/24,182482,4108,4570.143,4638,0,0.67,64.35
CHN,Asia,China,2022/3/25,187325,4843,4683,4638,0,0.68,64.35
CHN,Asia,China,2022/3/26,192919,5594,4711.286,4638,0,0.69,64.35
CHN,Asia,China,2022/3/27,198503,5584,5121.857,4638,0,0.71,64.35
CHN,Asia,China,2022/3/28,204698,6195,5379.286,4638,0,0.73,68.06
CHN,Asia,China,2022/3/29,212013,7315,5435.286,4638,0,0.76,73.61
CHN,Asia,China,2022/3/30,220956,8943,6083.143,4638,0,0.79,73.61
CHN,Asia,China,2022/3/31,227998,7042,6502.286,4638,0,0.83,73.61
CHN,Asia,China,2022/4/1,237038,9040,7101.857,4638,0,0.87,73.61
CHN,Asia,China,2022/4/2,246347,9309,7632.571,4638,0,0.92,73.61
CHN,Asia,China,2022/4/3,259389,13042,8698,4638,0,0.98,73.61
CHN,Asia,China,2022/4/4,272314,12925,9659.429,4638,0,1.05,73.61
CHN,Asia,China,2022/4/5,288963,16649,10992.857,4638,0,1.12,73.61
CHN,Asia,China,2022/4/6,309341,20378,12626.429,4638,0,1.19,73.61
CHN,Asia,China,2022/4/7,332596,23255,14942.571,4638,0,1.23,73.61
CHN,Asia,China,2022/4/8,356172,23576,17019.143,4638,0,1.26,79.17
CHN,Asia,China,2022/4/9,380841,24669,19213.429,4638,0,1.26,79.17
CHN,Asia,China,2022/4/10,406829,25988,21062.857,4638,0,1.25,79.17
CHN,Asia,China,2022/4/11,434413,27584,23157,4638,0,1.23,79.17
CHN,Asia,China,2022/4/12,458973,24560,24287.143,4638,0,1.19,79.17
CHN,Asia,China,2022/4/13,488360,29387,25574.143,4638,0,1.17,79.17
CHN,Asia,China,2022/4/14,517880,29520,26469.143,4638,0,1.12,79.17
CHN,Asia,China,2022/4/15,542161,24281,26569.857,4638,0,1.07,79.17
CHN,Asia,China,2022/4/16,565597,23436,26393.714,4638,0,1.02,75.46
CHN,Asia,China,2022/4/17,589728,24131,26128.429,4638,0,0.98,75.46
CHN,Asia,China,2022/4/18,612862,23134,25492.714,4648,10,0.94,79.17
CHN,Asia,China,2022/4/19,633477,20615,24929.143,4657,9,0.91,79.17
CHN,Asia,China,2022/4/20,649642,16165,23040.286,4655,,0.87,79.17
CHN,Asia,China,2022/4/21,668584,18942,21529.143,4663,8,0.87,79.17
CHN,Asia,China,2022/4/22,687037,18453,20696.571,4674,11,0.86,79.17
CHN,Asia,China,2022/4/23,710156,23119,20651.286,4686,12,0.87,79.17
CHN,Asia,China,2022/4/24,731472,21316,20249.143,4725,39,0.84,79.17
CHN,Asia,China,2022/4/25,750885,19413,19717.571,4776,51,0.8,79.17
CHN,Asia,China,2022/4/26,767657,16772,19168.571,4828,52,0.75,79.17
CHN,Asia,China,2022/4/27,780638,12981,18713.714,4876,48,0.69,79.17
CHN,Asia,China,2022/4/28,791030,10392,17492.286,4923,47,0.64,79.17
CHN,Asia,China,2022/4/29,801595,10565,16365.429,4975,52,0.6,79.17
CHN,Asia,China,2022/4/30,811332,9737,14453.714,5060,85,0.57,79.17
CHN,Asia,China,2022/5/1,819692,8360,12602.857,5092,32,0.54,79.17
CHN,Asia,China,2022/5/2,826467,6775,10797.429,5112,20,0.51,79.17
CHN,Asia,China,2022/5/3,832353,5886,9242.286,5128,16,0.49,79.17
CHN,Asia,China,2022/5/4,837700,5347,8151.714,5141,13,0.47,79.17
CHN,Asia,China,2022/5/5,842624,4924,7370.571,5153,12,0.46,79.17
CHN,Asia,China,2022/5/6,847127,4503,6504.571,5166,13,0.45,79.17
CHN,Asia,China,2022/5/7,851594,4467,5751.714,5174,8,0.45,79.17
CHN,Asia,China,2022/5/8,856001,4407,5187,5185,11,0.44,79.17
CHN,Asia,China,2022/5/9,860038,4037,4795.857,5191,6,0.44,79.17
CHN,Asia,China,2022/5/10,863307,3269,4422,5198,7,0.42,79.17
CHN,Asia,China,2022/5/11,864923,1616,3889,5203,5,0.39,79.17
CHN,Asia,China,2022/5/12,866836,1913,3458.857,5205,2,0.38,79.17
CHN,Asia,China,2022/5/13,869137,2301,3144.286,5206,1,0.38,79.17
CHN,Asia,China,2022/5/14,871024,1887,2775.714,5209,3,0.38,79.17
CHN,Asia,China,2022/5/15,872604,1580,2371.857,5213,4,0.38,79.17
CHN,Asia,China,2022/5/16,873802,1198,1966.286,5214,1,0.38,79.17
CHN,Asia,China,2022/5/17,874908,1106,1657.286,5217,3,0.38,79.17
CHN,Asia,China,2022/5/18,876105,1197,1597.429,5218,1,0.39,79.17
CHN,Asia,China,2022/5/19,877107,1002,1467.286,5218,0,0.39,79.17
CHN,Asia,China,2022/5/20,878216,1109,1297,5219,1,0.4,79.17
CHN,Asia,China,2022/5/21,879328,1112,1186.286,5222,3,0.41,79.17
CHN,Asia,China,2022/5/22,880199,871,1085,5223,1,0.41,79.17
CHN,Asia,China,2022/5/23,880981,782,1025.571,5224,1,0.41,79.17
CHN,Asia,China,2022/5/24,881573,592,952.143,5224,0,0.41,79.17
CHN,Asia,China,2022/5/25,882136,563,861.571,5225,1,0.41,79.17
CHN,Asia,China,2022/5/26,882609,473,786,5226,1,0.4,79.17
CHN,Asia,China,2022/5/27,883008,399,684.571,5226,0,0.4,79.17
CHN,Asia,China,2022/5/28,883334,326,572.286,5226,0,0.41,79.17
CHN,Asia,China,2022/5/29,883552,218,479,5226,0,0.43,79.17
CHN,Asia,China,2022/5/30,883747,195,395.143,5226,0,0.47,79.17
CHN,Asia,China,2022/5/31,883902,155,332.714,5226,0,0.51,79.17
CHN,Asia,China,2022/6/1,883995,93,265.571,5226,0,0.56,79.17
CHN,Asia,China,2022/6/2,884149,154,220,5226,0,0.6,79.17
CHN,Asia,China,2022/6/3,884320,171,187.429,5226,0,0.65,79.17
CHN,Asia,China,2022/6/4,884320,0,140.857,5226,0,0.69,79.17
CHN,Asia,China,2022/6/5,884629,309,153.857,5226,0,0.76,79.17
CHN,Asia,China,2022/6/6,884828,199,154.429,5226,0,0.81,79.17
CHN,Asia,China,2022/6/7,885031,203,161.286,5226,0,0.84,79.17
CHN,Asia,China,2022/6/8,885249,218,179.143,5226,0,0.9,79.17
CHN,Asia,China,2022/6/9,885454,205,186.429,5226,0,0.99,79.17
CHN,Asia,China,2022/6/10,885634,180,187.714,5226,0,1.07,79.17
CHN,Asia,China,2022/6/11,885897,263,225.286,5226,0,1.15,79.17
CHN,Asia,China,2022/6/12,886073,176,206.286,5226,0,1.19,79.17
CHN,Asia,China,2022/6/13,886293,220,209.286,5226,0,1.22,79.17
CHN,Asia,China,2022/6/14,886498,205,209.571,5226,0,1.26,79.17
CHN,Asia,China,2022/6/15,886707,209,208.286,5226,0,1.29,79.17
CHN,Asia,China,2022/6/16,886865,158,201.571,5226,0,1.3,79.17
CHN,Asia,China,2022/6/17,886999,134,195,5226,0,1.3,79.17
CHN,Asia,China,2022/6/18,887201,202,186.286,5226,0,1.31,79.17
CHN,Asia,China,2022/6/19,887352,151,182.714,5226,0,1.31,79.17
CHN,Asia,China,2022/6/20,887457,105,166.286,5226,0,1.31,79.17
CHN,Asia,China,2022/6/21,887590,133,156,5226,0,1.31,79.17
CHN,Asia,China,2022/6/22,887728,138,145.857,5226,0,1.32,79.17
CHN,Asia,China,2022/6/23,887848,120,140.429,5226,0,1.33,79.17
CHN,Asia,China,2022/6/24,887992,144,141.857,5226,0,1.34,79.17
CHN,Asia,China,2022/6/25,888120,128,131.286,5226,0,1.33,79.17
CHN,Asia,China,2022/6/26,888227,107,125,5226,0,1.32,79.17
CHN,Asia,China,2022/6/27,888303,76,120.857,5226,0,1.31,79.17
CHN,Asia,China,2022/6/28,888409,106,117,5226,0,1.3,79.17
CHN,Asia,China,2022/6/29,888546,137,116.857,5226,0,1.3,79.17
CHN,Asia,China,2022/6/30,888657,111,115.571,5226,0,1.31,79.17
CHN,Asia,China,2022/7/1,888729,72,105.286,5226,0,1.3,73.61
CHN,Asia,China,2022/7/2,889229,500,158.429,5226,0,1.3,73.61
CHN,Asia,China,2022/7/3,889664,435,205.286,5226,0,1.29,73.61
CHN,Asia,China,2022/7/4,890155,491,264.571,5226,0,1.29,73.61
CHN,Asia,China,2022/7/5,890590,435,311.571,5226,0,1.32,73.61
CHN,Asia,China,2022/7/6,890948,358,343.143,5226,0,1.32,73.61
CHN,Asia,China,2022/7/7,891314,366,379.571,5226,0,1.32,73.61
CHN,Asia,China,2022/7/8,891800,486,438.714,5226,0,1.3,73.61
CHN,Asia,China,2022/7/9,892232,432,429,5226,0,1.28,73.61
CHN,Asia,China,2022/7/10,892630,398,423.714,5226,0,1.27,73.61
CHN,Asia,China,2022/7/11,893060,430,415,5226,0,1.25,73.61
CHN,Asia,China,2022/7/12,893462,402,410.286,5226,0,1.24,73.61
CHN,Asia,China,2022/7/13,893814,352,409.429,5226,0,1.23,73.61
CHN,Asia,China,2022/7/14,894156,342,406,5226,0,1.24,73.61
CHN,Asia,China,2022/7/15,894689,533,412.714,5226,0,1.24,73.61
CHN,Asia,China,2022/7/16,895236,547,429.143,5226,0,1.24,73.61
CHN,Asia,China,2022/7/17,895914,678,469.143,5226,0,1.23,73.61
CHN,Asia,China,2022/7/18,896528,614,495.429,5226,0,1.23,73.61
CHN,Asia,China,2022/7/19,897155,627,527.571,5226,0,1.23,73.61
CHN,Asia,China,2022/7/20,898184,1029,624.286,5226,0,1.23,73.61
CHN,Asia,China,2022/7/21,899024,840,695.429,5226,0,1.23,73.61
CHN,Asia,China,2022/7/22,899993,969,757.714,5226,0,1.22,73.61
CHN,Asia,China,2022/7/23,900738,745,786,5226,0,1.2,73.61
CHN,Asia,China,2022/7/24,901704,966,827.143,5226,0,1.19,73.61
CHN,Asia,China,2022/7/25,902452,748,846.286,5226,0,1.17,73.61
CHN,Asia,China,2022/7/26,903354,902,885.571,5226,0,1.16,73.61
CHN,Asia,China,2022/7/27,904465,1111,897.286,5226,0,1.13,73.61
CHN,Asia,China,2022/7/28,904574,109,792.857,5226,0,1.1,73.61
CHN,Asia,China,2022/7/29,905097,523,729.143,5226,0,1.08,73.61
CHN,Asia,China,2022/7/30,905538,441,685.714,5226,0,1.07,73.61
CHN,Asia,China,2022/7/31,905992,454,612.571,5226,0,1.05,73.61
CHN,Asia,China,2022/8/1,906385,393,561.857,5226,0,1.04,73.61
CHN,Asia,China,2022/8/2,906849,464,499.286,5226,0,1.04,73.61
CHN,Asia,China,2022/8/3,907270,421,400.714,5226,0,1.03,73.61
CHN,Asia,China,2022/8/4,907689,419,445,5226,0,1.04,73.61
CHN,Asia,China,2022/8/5,908198,509,443,5226,0,1.04,73.61
CHN,Asia,China,2022/8/6,908875,677,476.714,5226,0,1.04,73.61
CHN,Asia,China,2022/8/7,909736,861,534.857,5226,0,1.05,73.61
CHN,Asia,China,2022/8/8,910393,657,572.571,5226,0,1.07,73.61
CHN,Asia,China,2022/8/9,910543,150,527.714,5226,0,1.09,73.61
CHN,Asia,China,2022/8/10,912596,2053,760.857,5226,0,1.14,73.61
CHN,Asia,China,2022/8/11,913259,663,795.714,5226,0,1.16,73.61
CHN,Asia,China,2022/8/12,914805,1546,943.857,5226,0,1.21,73.61
CHN,Asia,China,2022/8/13,917625,2820,1250,5226,0,1.27,73.61
CHN,Asia,China,2022/8/14,921382,3757,1663.714,5226,0,1.29,73.61
CHN,Asia,China,2022/8/15,922623,1241,1747.143,5226,0,1.29,73.61
CHN,Asia,China,2022/8/16,926803,4180,2322.857,5226,0,1.31,73.61
CHN,Asia,China,2022/8/17,929839,3036,2463.286,5226,0,1.29,73.61
CHN,Asia,China,2022/8/18,933288,3449,2861.286,5226,0,1.26,73.61
CHN,Asia,China,2022/8/19,936040,2752,3033.571,5226,0,1.23,73.61
CHN,Asia,China,2022/8/20,938168,2128,2934.714,5226,0,1.19,73.61
CHN,Asia,China,2022/8/21,938540,372,2451.143,5226,0,1.17,73.61
CHN,Asia,China,2022/8/22,941987,3447,2766.286,5226,0,1.19,73.61
CHN,Asia,China,2022/8/23,943838,1851,2433.571,5226,0,1.17,79.17
CHN,Asia,China,2022/8/24,945372,1534,2219,5226,0,1.16,79.17
CHN,Asia,China,2022/8/25,946833,1461,1935,5226,0,1.16,79.17
CHN,Asia,China,2022/8/26,947216,383,1596.571,5226,0,1.15,79.17
CHN,Asia,China,2022/8/27,947523,307,1336.429,5226,0,1.17,79.17
CHN,Asia,China,2022/8/28,951289,3766,1821.286,5226,0,1.21,79.17
CHN,Asia,China,2022/8/29,953063,1774,1582.286,5226,0,1.2,79.17
CHN,Asia,China,2022/8/30,954762,1699,1560.571,5226,0,1.19,79.17
CHN,Asia,China,2022/8/31,956492,1730,1588.571,5226,0,1.18,79.17
CHN,Asia,China,2022/9/1,958521,2029,1669.714,5226,0,1.17,75.46
CHN,Asia,China,2022/9/2,960638,2117,1917.429,5226,0,1.15,75.46
CHN,Asia,China,2022/9/3,961022,384,1928.429,5226,0,1.14,75.46
CHN,Asia,China,2022/9/4,964105,3083,1830.857,5226,0,1.13,75.46
CHN,Asia,China,2022/9/5,965692,1587,1804.143,5226,0,1.11,75.46
CHN,Asia,China,2022/9/6,967324,1632,1794.571,5226,0,1.08,75.46
CHN,Asia,China,2022/9/7,968880,1556,1769.714,5226,0,1.05,75.46
CHN,Asia,China,2022/9/8,970319,1439,1685.429,5226,0,1.02,75.46
CHN,Asia,China,2022/9/9,971669,1350,1575.857,5226,0,0.99,75.46
CHN,Asia,China,2022/9/10,972940,1271,1702.571,5226,0,0.96,69.91
CHN,Asia,China,2022/9/11,974216,1276,1444.429,5226,0,0.93,69.91
CHN,Asia,China,2022/9/12,975285,1069,1370.429,5226,0,0.9,69.91
CHN,Asia,China,2022/9/13,976268,983,1277.714,5226,0,0.88,69.91
CHN,Asia,China,2022/9/14,977212,944,1190.286,5226,0,0.87,69.91
CHN,Asia,China,2022/9/15,978251,1039,1133.143,5226,0,0.86,69.91
CHN,Asia,China,2022/9/16,979193,942,1074.857,5226,0,0.86,69.91
CHN,Asia,China,2022/9/17,979850,657,987.143,5226,0,0.85,69.91
CHN,Asia,China,2022/9/18,981003,1153,969.571,5226,0,0.83,69.91
CHN,Asia,China,2022/9/19,981979,976,956.286,5226,0,0.8,69.91
CHN,Asia,China,2022/9/20,982724,745,922.286,5226,0,0.78,69.91
CHN,Asia,China,2022/9/21,983462,738,892.857,5226,0,0.76,69.91
CHN,Asia,China,2022/9/22,984258,796,858.143,5226,0,0.75,69.91
CHN,Asia,China,2022/9/23,985147,889,850.571,5226,0,0.74,69.91
CHN,Asia,China,2022/9/24,985978,831,875.429,5226,0,0.73,69.91
CHN,Asia,China,2022/9/25,986810,832,829.571,5226,0,0.72,69.91
CHN,Asia,China,2022/9/26,987609,799,804.286,5226,0,0.73,69.91
CHN,Asia,China,2022/9/27,988427,818,814.714,5226,0,0.73,69.91
CHN,Asia,China,2022/9/28,989625,1198,880.429,5226,0,0.74,69.91
CHN,Asia,China,2022/9/29,990382,757,874.857,5226,0,0.75,69.91
CHN,Asia,China,2022/9/30,991245,863,871.143,5226,0,0.76,69.91
CHN,Asia,China,2022/10/1,992046,801,866.857,5226,0,0.77,69.91
CHN,Asia,China,2022/10/2,992802,756,856,5226,0,0.78,69.91
CHN,Asia,China,2022/10/3,993657,855,864,5226,0,0.8,69.91
CHN,Asia,China,2022/10/4,994570,913,877.571,5226,0,0.81,69.91
CHN,Asia,China,2022/10/5,995650,1080,860.714,5226,0,0.82,69.91
CHN,Asia,China,2022/10/6,996989,1339,943.857,5226,0,,
CHN,Asia,China,2022/10/7,998779,1790,1076.286,5226,0,,
CHN,Asia,China,2022/10/8,1001871,3092,1403.571,5226,0,,
CHN,Asia,China,2022/10/9,1002305,434,1357.571,5226,0,,
CHN,Asia,China,2022/10/10,1004398,2093,1534.429,5226,0,,
CHN,Asia,China,2022/10/11,1007872,3474,1900.286,5226,0,,
CHN,Asia,China,2022/10/12,1008241,369,1798.714,5226,0,,
CHN,Asia,China,2022/10/13,1009732,1491,1820.429,5226,0,,
CHN,Asia,China,2022/10/14,1011191,1459,1773.143,5226,0,,
CHN,Asia,China,2022/10/15,1012384,1193,1501.857,5226,0,,
