,prev_daily,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,reproduction_rate,stringency_index,"New Task Force, Bureau or Administrative Configuration",Anti-Disinformation Measures,Closure and Regulation of Schools,COVID-19 Vaccines,Curfew,Declaration of Emergency,External Border Restrictions,Health Monitoring,Health Resources,Health Testing,Hygiene,Internal Border Restrictions,Lockdown,Other Policy Not Listed Above,Public Awareness Measures,Quarantine,Restriction and Regulation of Businesses,Restriction and Regulation of Government Services,Restrictions of Mass Gatherings,Social Distancing
316,27.0,CHN,Asia,China,2020-12-03,92935.0,22.0,18.857,4634.0,0.0,1.24,81.94,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
317,29.0,CHN,Asia,China,2020-12-04,92962.0,27.0,20.714,4634.0,0.0,1.22,81.94,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
318,11.0,CHN,Asia,China,2020-12-05,92991.0,29.0,22.857,4634.0,0.0,1.17,81.94,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
319,20.0,CHN,Asia,China,2020-12-06,93002.0,11.0,20.571,4634.0,0.0,1.11,81.94,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
320,16.0,CHN,Asia,China,2020-12-07,93022.0,20.0,19.571,4634.0,0.0,1.09,81.94,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
321,12.0,CHN,Asia,China,2020-12-08,93038.0,16.0,20.571,4634.0,0.0,1.09,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
322,18.0,CHN,Asia,China,2020-12-09,93050.0,12.0,19.571,4634.0,0.0,1.08,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
323,18.0,CHN,Asia,China,2020-12-10,93068.0,18.0,19.0,4634.0,0.0,1.07,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
324,39.0,CHN,Asia,China,2020-12-11,93086.0,18.0,17.714,4634.0,0.0,1.04,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
325,25.0,CHN,Asia,China,2020-12-12,93125.0,39.0,19.143,4634.0,0.0,1.02,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
326,25.0,CHN,Asia,China,2020-12-13,93150.0,25.0,21.143,4634.0,0.0,1.02,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
327,17.0,CHN,Asia,China,2020-12-14,93175.0,25.0,21.857,4634.0,0.0,1.01,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
328,15.0,CHN,Asia,China,2020-12-15,93192.0,17.0,22.0,4634.0,0.0,1.01,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
329,18.0,CHN,Asia,China,2020-12-16,93207.0,15.0,22.429,4634.0,0.0,1.0,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
330,27.0,CHN,Asia,China,2020-12-17,93225.0,18.0,22.429,4634.0,0.0,1.0,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
331,39.0,CHN,Asia,China,2020-12-18,93252.0,27.0,23.714,4634.0,0.0,1.0,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
332,32.0,CHN,Asia,China,2020-12-19,93291.0,39.0,23.714,4634.0,0.0,1.01,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
333,29.0,CHN,Asia,China,2020-12-20,93323.0,32.0,24.714,4634.0,0.0,0.98,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
334,30.0,CHN,Asia,China,2020-12-21,93352.0,29.0,25.286,4634.0,0.0,0.96,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
335,30.0,CHN,Asia,China,2020-12-22,93382.0,30.0,27.143,4634.0,0.0,0.93,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
336,27.0,CHN,Asia,China,2020-12-23,93412.0,30.0,29.286,4634.0,0.0,0.92,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
337,36.0,CHN,Asia,China,2020-12-24,93439.0,27.0,30.571,4634.0,0.0,0.92,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
338,41.0,CHN,Asia,China,2020-12-25,93475.0,36.0,31.857,4634.0,0.0,0.92,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
339,35.0,CHN,Asia,China,2020-12-26,93516.0,41.0,32.143,4634.0,0.0,0.93,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
340,43.0,CHN,Asia,China,2020-12-27,93551.0,35.0,32.571,4634.0,0.0,0.94,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
341,25.0,CHN,Asia,China,2020-12-28,93594.0,43.0,34.571,4634.0,0.0,0.94,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
342,38.0,CHN,Asia,China,2020-12-29,93619.0,25.0,33.857,4634.0,0.0,0.93,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
343,22.0,CHN,Asia,China,2020-12-30,93657.0,38.0,35.0,4634.0,0.0,0.94,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
344,36.0,CHN,Asia,China,2020-12-31,93679.0,22.0,34.286,4634.0,0.0,0.94,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
345,47.0,CHN,Asia,China,2021-01-01,93715.0,36.0,34.286,4634.0,0.0,0.96,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
346,36.0,CHN,Asia,China,2021-01-02,93762.0,47.0,35.143,4634.0,0.0,0.99,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
347,69.0,CHN,Asia,China,2021-01-03,93798.0,36.0,35.286,4634.0,0.0,1.04,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
348,64.0,CHN,Asia,China,2021-01-04,93867.0,69.0,39.0,4634.0,0.0,1.13,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
349,119.0,CHN,Asia,China,2021-01-05,93931.0,64.0,44.571,4634.0,0.0,1.19,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
350,128.0,CHN,Asia,China,2021-01-06,94050.0,119.0,56.143,4634.0,0.0,1.26,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
351,85.0,CHN,Asia,China,2021-01-07,94178.0,128.0,71.286,4634.0,0.0,1.29,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
352,106.0,CHN,Asia,China,2021-01-08,94263.0,85.0,78.286,4634.0,0.0,1.3,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
353,97.0,CHN,Asia,China,2021-01-09,94369.0,106.0,86.714,4634.0,0.0,1.31,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
354,100.0,CHN,Asia,China,2021-01-10,94466.0,97.0,95.429,4634.0,0.0,1.32,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
355,191.0,CHN,Asia,China,2021-01-11,94566.0,100.0,99.857,4634.0,0.0,1.36,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
356,134.0,CHN,Asia,China,2021-01-12,94757.0,191.0,118.0,4634.0,0.0,1.42,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
357,212.0,CHN,Asia,China,2021-01-13,94891.0,134.0,120.143,4635.0,1.0,1.4,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
358,176.0,CHN,Asia,China,2021-01-14,95103.0,212.0,132.143,4635.0,0.0,1.39,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
359,168.0,CHN,Asia,China,2021-01-15,95279.0,176.0,145.143,4635.0,0.0,1.36,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
360,196.0,CHN,Asia,China,2021-01-16,95447.0,168.0,154.0,4635.0,0.0,1.33,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
361,172.0,CHN,Asia,China,2021-01-17,95643.0,196.0,168.143,4635.0,0.0,1.31,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
362,134.0,CHN,Asia,China,2021-01-18,95815.0,172.0,178.429,4635.0,0.0,1.28,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
363,163.0,CHN,Asia,China,2021-01-19,95949.0,134.0,170.286,4635.0,0.0,1.21,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
364,167.0,CHN,Asia,China,2021-01-20,96112.0,163.0,174.429,4635.0,0.0,1.18,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
365,199.0,CHN,Asia,China,2021-01-21,96279.0,167.0,168.0,4635.0,0.0,1.14,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
366,149.0,CHN,Asia,China,2021-01-22,96478.0,199.0,171.286,4635.0,0.0,1.09,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
367,195.0,CHN,Asia,China,2021-01-23,96627.0,149.0,168.571,4635.0,0.0,1.03,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
368,42.0,CHN,Asia,China,2021-01-24,96822.0,195.0,168.429,4635.0,0.0,0.97,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
369,97.0,CHN,Asia,China,2021-01-25,96864.0,42.0,149.857,4636.0,1.0,0.87,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
370,112.0,CHN,Asia,China,2021-01-26,96961.0,97.0,144.571,4636.0,0.0,0.82,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
371,69.0,CHN,Asia,China,2021-01-27,97073.0,112.0,137.286,4636.0,0.0,0.77,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
372,82.0,CHN,Asia,China,2021-01-28,97142.0,69.0,123.286,4636.0,0.0,0.7,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
373,101.0,CHN,Asia,China,2021-01-29,97224.0,82.0,106.571,4636.0,0.0,0.65,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
374,3.0,CHN,Asia,China,2021-01-30,97325.0,101.0,99.714,4636.0,0.0,0.61,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
375,41.0,CHN,Asia,China,2021-01-31,97328.0,3.0,72.286,4636.0,0.0,0.55,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
376,34.0,CHN,Asia,China,2021-02-01,97369.0,41.0,72.143,4636.0,0.0,0.53,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
377,32.0,CHN,Asia,China,2021-02-02,97403.0,34.0,63.143,4636.0,0.0,0.52,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
378,26.0,CHN,Asia,China,2021-02-03,97435.0,32.0,51.714,4636.0,0.0,0.5,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
379,37.0,CHN,Asia,China,2021-02-04,97461.0,26.0,45.571,4636.0,0.0,0.5,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
380,20.0,CHN,Asia,China,2021-02-05,97498.0,37.0,39.143,4636.0,0.0,0.51,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
381,25.0,CHN,Asia,China,2021-02-06,97518.0,20.0,27.571,4636.0,0.0,0.51,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
382,30.0,CHN,Asia,China,2021-02-07,97543.0,25.0,30.714,4636.0,0.0,0.53,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
383,28.0,CHN,Asia,China,2021-02-08,97573.0,30.0,29.143,4636.0,0.0,0.56,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
384,6.0,CHN,Asia,China,2021-02-09,97601.0,28.0,28.286,4636.0,0.0,0.56,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
385,28.0,CHN,Asia,China,2021-02-10,97607.0,6.0,24.571,4636.0,0.0,0.55,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
386,12.0,CHN,Asia,China,2021-02-11,97635.0,28.0,24.857,4636.0,0.0,0.55,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
387,20.0,CHN,Asia,China,2021-02-12,97647.0,12.0,21.286,4636.0,0.0,0.55,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
388,25.0,CHN,Asia,China,2021-02-13,97667.0,20.0,21.286,4636.0,0.0,0.56,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
389,23.0,CHN,Asia,China,2021-02-14,97692.0,25.0,21.286,4636.0,0.0,0.58,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
390,16.0,CHN,Asia,China,2021-02-15,97715.0,23.0,20.286,4636.0,0.0,0.6,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
391,16.0,CHN,Asia,China,2021-02-16,97731.0,16.0,18.571,4636.0,0.0,0.63,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
392,30.0,CHN,Asia,China,2021-02-17,97747.0,16.0,20.0,4636.0,0.0,0.67,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
393,16.0,CHN,Asia,China,2021-02-18,97777.0,30.0,20.286,4636.0,0.0,0.7,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
394,18.0,CHN,Asia,China,2021-02-19,97793.0,16.0,20.857,4636.0,0.0,0.71,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
395,16.0,CHN,Asia,China,2021-02-20,97811.0,18.0,20.571,4636.0,0.0,0.74,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
396,16.0,CHN,Asia,China,2021-02-21,97827.0,16.0,19.286,4636.0,0.0,0.78,78.24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
397,20.0,CHN,Asia,China,2021-02-22,97843.0,16.0,18.286,4636.0,0.0,0.82,61.57,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
398,15.0,CHN,Asia,China,2021-02-23,97863.0,20.0,18.857,4636.0,0.0,0.85,61.57,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
399,14.0,CHN,Asia,China,2021-02-24,97878.0,15.0,18.714,4636.0,0.0,0.88,61.57,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
400,15.0,CHN,Asia,China,2021-02-25,97892.0,14.0,16.429,4636.0,0.0,0.9,61.57,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
401,12.0,CHN,Asia,China,2021-02-26,97907.0,15.0,16.286,4636.0,0.0,0.94,61.57,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
402,25.0,CHN,Asia,China,2021-02-27,97919.0,12.0,15.429,4636.0,0.0,0.98,61.57,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
403,23.0,CHN,Asia,China,2021-02-28,97944.0,25.0,16.714,4636.0,0.0,1.0,61.57,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
404,14.0,CHN,Asia,China,2021-03-01,97967.0,23.0,17.714,4636.0,0.0,0.99,56.02,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
405,26.0,CHN,Asia,China,2021-03-02,97981.0,14.0,16.857,4636.0,0.0,0.98,56.02,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
406,21.0,CHN,Asia,China,2021-03-03,98007.0,26.0,18.429,4636.0,0.0,0.98,56.02,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
407,20.0,CHN,Asia,China,2021-03-04,98028.0,21.0,19.429,4636.0,0.0,0.97,56.02,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
408,37.0,CHN,Asia,China,2021-03-05,98048.0,20.0,20.143,4636.0,0.0,0.97,56.02,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
409,25.0,CHN,Asia,China,2021-03-06,98085.0,37.0,23.714,4636.0,0.0,1.01,56.02,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
410,23.0,CHN,Asia,China,2021-03-07,98110.0,25.0,23.714,4636.0,0.0,1.04,56.02,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
411,14.0,CHN,Asia,China,2021-03-08,98133.0,23.0,23.714,4636.0,0.0,1.05,56.02,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
412,27.0,CHN,Asia,China,2021-03-09,98147.0,14.0,23.714,4636.0,0.0,1.08,56.02,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
413,18.0,CHN,Asia,China,2021-03-10,98174.0,27.0,23.857,4636.0,0.0,1.12,56.02,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
414,14.0,CHN,Asia,China,2021-03-11,98192.0,18.0,23.429,4636.0,0.0,1.17,56.02,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
415,27.0,CHN,Asia,China,2021-03-12,98206.0,14.0,22.571,4636.0,0.0,1.21,56.02,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
416,15.0,CHN,Asia,China,2021-03-13,98233.0,27.0,21.143,4636.0,0.0,1.17,56.02,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
417,21.0,CHN,Asia,China,2021-03-14,98248.0,15.0,19.714,4636.0,0.0,1.08,56.02,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
418,9.0,CHN,Asia,China,2021-03-15,98269.0,21.0,19.429,4636.0,0.0,1.01,51.39,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
